DATASET	TOKENIZER	NOISE_TYPE	NOISE_LVL	N_SENTS	MIN_TOKS_PER_SENT	MAX_TPS	MEAN_TPS	STD_TPS	MEAN+STD	MEAN+1.5STD	MEAN+2STD	SAMPLE_SENTENCE
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.15	1709	2.0	215.4	53.434406085430076	28.178265753782927	81.61267183921301	95.70180471610448	109.79093759299593	funda ##ció privada fir ##a d man ##res ##a ha fe ##t un [UNK] de l [UNK] activ ##itat d el pala ##u fir ##al duran ##t el primer ##s cin ##c meso ##s de l any .
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.35	1709	2.0	225.6	56.46974839087186	29.727964516769863	86.19771290764172	101.06169516602665	115.92567742441159	funda ##ció priva ##ds fir d man ##res ##a ha fe ##t n [UNK] de [UNK] [UNK] act ##ii ##tat de é ##el pala ##u fir ##al duran ##t el ##s primer ##s cin ##c meso ##s de [UNK] any .
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.55	1709	3.0	241.8	59.57355178466939	31.540846194981942	91.11439797965133	106.8848210771423	122.65524417463328	funda ##ció privada fir ##a ide [UNK] a fe ##t un [UNK] d ##n l [UNK] activ ##itat de e ##9 pa [ au fir ##al ##1 dura ##t el ##fs primer ##s cic meso ##s d ##2 ##e l [UNK] m any .
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.75	1709	2.8	250.2	62.5927442949093	33.03167261749233	95.62441691240164	112.1402532211478	128.65608952989396	funda ##ció pi ##vada fá ##ra d an ##res ##a ha fe un [UNK] de [UNK] ac ##b ##tiv ##itat d eli p ##5 ##lau fir ##jal dra ##n ##t el ##s prim ? rs cin [UNK] d ##w ##e l [UNK] any ##0 .
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.95	1709	2.8	255.4	65.6724400234055	34.78380433008857	100.45624435349407	117.84814651853836	135.24004868358264	fu ##da ##ció [UNK] cf ##ira del an ##res ##a h fe 7 ##un [UNK] é ##de l c ##tiv ##itat e el pala ##w fir ##al ##7 dc ##ura ##n ##t es pri ##pm ##ers cic meso " á ##e l ##d ny .
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	-	-	13123	2.0	337.0	45.787472376743125	24.700631189654235	70.48810356639736	82.83841916122448	95.18873475605159	El Tribunal Su ##prem ( TS ) ha con ##firma ##t la conde ##mna a quatre anys d ' in ##hab ##ili ##ta ##ció especial i una multa de 3 , 6 milions de pes ##set ##es per a quatre vet ##erina ##ris gironi ##ns , per haver se bene ##fici ##at de els càrrec ##s públic ##s que des ##en ##vol ##upa ##ven i la seva relació amb les empreses c ##à ##rni ##ques de la zona en of ##erir los serveis particulars .
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	13123	2.0	366.4	49.773085422540575	26.839426582534724	76.6125120050753	90.03222529634266	103.45193858761002	El ri ##bun ##al Su ##prem ( TS ) ha con ##firma ##t la conde ##mna a quatre anys d ' in ##hab ##ili ##ta ##ció ep ##eci ##al i una multa de 3 , 6 mil ##ios ##ns de pes ##set ##es per a quatre vet ##erina ##ris gi ##onin ##s , per haver se bene ##fici ##at de els càrrec ##s públic ##s que des ##en ##vol ##upa ##ven i la seva re ##lac ##ó amb les em ##pres ] es c ##à ##rni ##q ¿ es de l zona en of ##erir los serveis particulars .
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	13123	2.0	403.2	55.090299474205594	29.677702230483465	84.76800170468906	99.6068528199308	114.44570393517253	E Tribunal Su ##pre ( T ) ha con ##firma ##t la conde ##m ##Á ##a a quatre anys s ' in ##hab ##ili ##ta ##ció especial ñ ##na mult de 3 , 6 milions de pes ##set ##es pr a quatre vet ##erina ##ris gironi ##ns , per hae ##r ke ben ##á ##ef ##icia ##t de els càrrec ##s públic ##s qu des ##en ##vol ##upa ##ven à ##la se ##v ##À relació am = les empreses c ##à ##rni ##ques de la zona en of ##erir los serveis pa _ ti ##cular ##s .
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	13123	2.0	456.8	60.40463308694658	32.55546150808563	92.96009459503222	109.23782534907502	125.51555610311783	El Tri ##bu ##al Su ##prem ( TS ) a con ##ir ##mat l Ko ##nde ##mna a qua ##tr fan ##ys d in ##hab ##ili ##ta ##ció e ##8 ##pec ##ial i 9 ##una multa de 3 , 6 milions de pese ##tes per Q qua ##tr vet ##erina ##O ##ris gi ##ioni ##ns , per have ##0 ##r ms ##e bene ##fici ##at de els L ##cà ##rre ##cs públic ##s que ( des ##en ##vel ##upa ##ven Ó ##a seva re ##la ##P ##ció a ##î ##b les im ##prese ##s c ##à ##rni ##ques í ##de a zona en 1 ##feri ##r los serve ##É ##s particulars .
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	13123	2.0	497.6	65.69022327211766	35.40462595665828	101.09484922877594	118.79716220710509	136.49947518543422	E ##ël Tribunal up ##rem ( TS ) a con ##firma ##t la ##A cn ##dem ##na a quatre any d ' in ##hab ##ili ##ït ##ació ese ##cial i u ##L ##a mu ##x ##lta ï ##de 3 , 6 mil ##io ##2 ##s de pes ##s ##R ##etes pe ##6 ##r + a qua ##t ##G ##e vet ##erina ##ris giro ##ín ##ins , pe have ##br se ? bene ##fici ##at da ##e els ##s c ##à ##rec ##s = públic ##s hu ##e des ##en ##vol ##uya ##ven é lk s ##Á ##eva re ##lac ##iá ##ó amb les empreses c ##à ##rni ##que de ##w l zo ##úa n fer ##ir lo ] s er ##veis parti . ular ##s .
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	13123	2.2	537.4	71.0206202849958	38.30759087116434	109.32821115616014	128.4820065917423	147.63580202732447	El ##d T ' ibu ##nal SB ##up ##rem ( Á ##TS ) a c ##K ##on ##firma ##t la ##0 c ##x ##nde ##mna , a ua ##tre anys ##N U ' in ##hab ##ili ##ta ##5 ##ió es ##pec ##ia ##4 ##l Á una [ mun ##ta de ##D 3 , 6 mi ##ions . e pes ##set ##es pe ì qu ##V ##tre v ##teri ##nari ##s giro ##ins , pr aver s ##H bene ##fici ##a Á ##e e [ ls c ##à ##rr ##cs públic ##üs qu ##9 ##e des ##n ##vol ##upa ##ven h él ##a seva re ##lac ##ia ab ? es em ##pres ##Á ##es c ##à ##rni ##ì ##ques e l ##ïa zna en ##é of ##eri os s ##V ##er ##veis particulars .
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	-	-	1709	3.0	196.0	47.710942071386775	25.375070645982994	73.08601271736977	85.77354804036128	98.46108336335277	Fund ##ació Pri ##vada Fi ##ra de Man ##resa ha fet un bala ##nç de l ' activitat de el Palau Fi ##ral durant els primers cinc mesos de l ' any .
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	1709	3.0	212.8	51.84365125804565	27.524607239024487	79.36825849707013	93.13056211658238	106.89286573609462	Fund ##ació Pri ##ada Fi ##ra de Man ##resa ha fet un bala ##nç d l ' activitat ä ##e el Palau Fi ##rl durant els primers cinc mesos de l ' any .
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	1709	2.4	236.6	57.4122878876536	30.441890793508662	87.85417868116227	103.0751240779166	118.29606947467093	Fund ##ció P ##äi ##vada Fi ##ra de Man ##resa ha et un ? alan ##ç de l ' act ##ivi # tat d [ e el Palau Fi ##ral dur ##nt els primers cinc ms ##os de l ' any .
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	1709	2.4	254.2	62.86951433586893	33.422861738844645	96.29237607471357	113.0038069441359	129.71523781355822	Fund ##ació Pri ##vada Fi ##7 ##a de Man ##re ##ìa h ##ha fet = un bala ##nç de l ' F act ##ivi ##at de el ##0 ya ##lau Fra ##l dura ##n els ##L prim ##ñ ##ers cinc mesos d ##çe l ' any .
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	1709	2.8	276.2	68.38689291983617	36.363803684014236	104.7506966038504	122.93259844585752	141.11450028786464	Fund ##aci ##9 ##ó Prin ##vada Fi ##éa dle Man ##re ##Ú ##a a fe ##T ##t un bala ##n de ' act ##T ##vita ##t de l Pal ¡ u Fi ##ra ##B ##l durant e ##ës primers ci ##n mesos de ##F ' any .
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	1709	3.2	300.4	73.93680514921007	39.231321940623396	113.16812708983346	132.78378806014518	152.39944903045688	Fund ##ac % ó Pri ##vad ##ñ Zi ##ra d M ##n ##resa Ò ##a X ##et u ##C bala ##f ##ç d ( l ' C act ##ivt ##at d ##R Il Pal ##a ##ì F ##2 ##iral dura ##t es primers ci ##c menos d l yn ##y .
../datasets/train_GSD_UPOS.tsv	camembert-base	14450	2.0	583.0	32.140484429065744	18.62686755525571	50.76735198432145	60.08078576194931	69.39421953957716
../datasets/dev_GSD_UPOS.tsv	camembert-base	1476	3.0	157.0	31.51761517615176	16.93432519831751	48.451940374469274	56.91910297362803	65.38626557278678
../datasets/dev_RPic_UPOS.tsv	camembert-base	559	2.0	119.0	32.364937388193205	22.27666149086412	54.64159887905733	65.7799296244894	76.91826036992146
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	14287	1.0	176.0	35.98831105200532	19.585079820479574	55.57339087248489	65.36593078272469	75.15847069296447
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	1654	2.0	146.0	36.95949214026602	19.980375589314715	56.93986772958074	66.9300555242381	76.92024331889544
../datasets/dev_RPic_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	559	2.0	114.0	31.141323792486585	21.291394930081086	52.43271872256767	63.07841618760821	73.72411365264875
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	13123	2.0	367.0	49.24598033986131	26.44994002926755	75.69592036912886	88.92089038376264	102.14586039839642
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	1709	2.0	207.0	51.136337039204214	26.92221890854368	78.05855594774789	91.51966540201974	104.98077485629157
../datasets/train_GSD_UPOS.tsv	bert-base-multilingual-cased	14450	2.0	570.0	32.280830449826986	18.638213508020577	50.91904395784756	60.238150711857855	69.55725746586813
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	1476	3.0	146.0	31.853658536585368	17.07131523018308	48.924973766768446	57.46063138185999	65.99628899695153
../datasets/dev_RPic_UPOS.tsv	bert-base-multilingual-cased	559	2.0	116.0	30.05008944543828	20.487729103545476	50.53781854898376	60.781683100756496	71.02554765252924
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	14287	1.0	187.0	41.060894519493246	22.044326612839406	63.10522113233265	74.12738443875236	85.14954774517206
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	1654	3.0	170.0	42.137847642079805	22.499503833540537	64.63735147562033	75.88710339239061	87.13685530916088
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	13123	2.0	337.0	45.787472376743125	24.700631189654235	70.48810356639736	82.83841916122448	95.18873475605159
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	1709	3.0	196.0	47.710942071386775	25.375070645982994	73.08601271736977	85.77354804036128	98.46108336335277
../datasets/train_GSD_UPOS.tsv	camembert-base	14450	2.0	583.0	32.140484429065744	18.62686755525571	50.76735198432145	60.08078576194931	69.39421953957716
../datasets/dev_GSD_UPOS.tsv	camembert-base	1476	3.0	157.0	31.51761517615176	16.93432519831751	48.451940374469274	56.91910297362803	65.38626557278678
../datasets/dev_RPic_UPOS.tsv	camembert-base	559	2.0	119.0	32.364937388193205	22.27666149086412	54.64159887905733	65.7799296244894	76.91826036992146
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	14287	1.0	176.0	35.98831105200532	19.585079820479574	55.57339087248489	65.36593078272469	75.15847069296447
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	1654	2.0	146.0	36.95949214026602	19.980375589314715	56.93986772958074	66.9300555242381	76.92024331889544
../datasets/dev_RPic_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	559	2.0	114.0	31.141323792486585	21.291394930081086	52.43271872256767	63.07841618760821	73.72411365264875
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	13123	2.0	367.0	49.24598033986131	26.44994002926755	75.69592036912886	88.92089038376264	102.14586039839642
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	1709	2.0	207.0	51.136337039204214	26.92221890854368	78.05855594774789	91.51966540201974	104.98077485629157
../datasets/train_GSD_UPOS.tsv	bert-base-multilingual-cased	14450	2.0	570.0	32.280830449826986	18.638213508020577	50.91904395784756	60.238150711857855	69.55725746586813
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	1476	3.0	146.0	31.853658536585368	17.07131523018308	48.924973766768446	57.46063138185999	65.99628899695153
../datasets/dev_RPic_UPOS.tsv	bert-base-multilingual-cased	559	2.0	116.0	30.05008944543828	20.487729103545476	50.53781854898376	60.781683100756496	71.02554765252924
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	14287	1.0	187.0	41.060894519493246	22.044326612839406	63.10522113233265	74.12738443875236	85.14954774517206
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	1654	3.0	170.0	42.137847642079805	22.499503833540537	64.63735147562033	75.88710339239061	87.13685530916088
../datasets/train_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	13123	2.0	337.0	45.787472376743125	24.700631189654235	70.48810356639736	82.83841916122448	95.18873475605159
../datasets/dev_AnCora-CAT_UPOS.tsv	bert-base-multilingual-cased	1709	3.0	196.0	47.710942071386775	25.375070645982994	73.08601271736977	85.77354804036128	98.46108336335277
../datasets/train_GSD_UPOS.tsv	xlm-roberta-base	14450	2.0	615.0	35.803044982698964	20.55283252946259	56.355877512161555	66.63229377689285	76.90871004162415
../datasets/dev_GSD_UPOS.tsv	xlm-roberta-base	1476	3.0	158.0	35.35027100271003	18.829751977844893	54.180022980554924	63.59489896947737	73.00977495839982
../datasets/dev_RPic_UPOS.tsv	xlm-roberta-base	559	2.0	118.0	31.640429338103758	21.66242578867879	53.302855126782546	64.13406802112195	74.96528091546134
../datasets/train_AnCora-SPA_UPOS.tsv	xlm-roberta-base	14287	2.0	194.0	42.649541541261286	22.781293838441023	65.4308353797023	76.82148229892282	88.21212921814333
../datasets/dev_AnCora-SPA_UPOS.tsv	xlm-roberta-base	1654	3.0	172.0	43.63905683192261	23.12506762536153	66.76412445728414	78.3266582699649	89.88919208264568
../datasets/train_AnCora-CAT_UPOS.tsv	xlm-roberta-base	13123	3.0	310.0	46.02270822220529	24.658449047382756	70.68115726958804	83.01038179327942	95.3396063169708
../datasets/dev_AnCora-CAT_UPOS.tsv	xlm-roberta-base	1709	4.0	200.0	47.988297249853716	25.29282880516196	73.28112605501568	85.92754045759665	98.57395486017764
